"","Job.Title","Job.Type","Salary.Estimate","Salary.Mean","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors"
"621","Data Scientist","Data Scientist","92-155 ",123.5,4.7,"Unicom Technologies INC","Chicago, IL","Naperville, IL","51 to 200","Unknown","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"622","Data Engineer","Data Engineer","92-155 ",123.5,3.3,"Americo Life","Kansas City, MO","Kansas City, MO","201 to 500","1992","Company - Private","Insurance Carriers","Insurance","100 to 500 million","Unknown"
"623","Data Scientist","Data Scientist","92-155 ",123.5,3.3,"Tokio Marine HCC","Houston, TX","Houston, TX","1001 to 5000","1974","Company - Private","Insurance Carriers","Insurance","Unknown / Non-Applicable","Zurich Insurance, AXA XL, Allianz"
"624","Data Scientist","Data Scientist","92-155 ",123.5,3.5,"CACI International","Chantilly, VA","Arlington, VA","10000+","1962","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","CSC, ManTech, SAIC"
"625","AI/ML - Machine Learning Scientist, Siri Understanding","Machine Learning Engineer","92-155 ",123.5,4.1,"Apple","Santa Clara, CA","Cupertino, CA","10000+","1976","Company - Public","Computer Hardware & Software","Information Technology","10+ billion","Google, Microsoft, Samsung Electronics"
"626","Data Scientist","Data Scientist","92-155 ",123.5,3.5,"Maxar Technologies","Herndon, VA","Westminster, CO","5001 to 10000","Unknown","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","Unknown"
"627","ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","Other","92-155 ",123.5,3.9,"Southwest Research Institute","Oklahoma City, OK","San Antonio, TX","1001 to 5000","1947","Nonprofit Organization","Research & Development","Business Services","500 million to 1 billion","Los Alamos National Laboratory, Battelle, SRI International"
"628","Data Scientist","Data Scientist","92-155 ",123.5,4.7,"Compass Consulting Group","Thousand Oaks, CA","Danville, CA","51 to 200","2008","Company - Private","Consulting","Business Services","Unknown / Non-Applicable","Unknown"
"629","Data Science Software Engineer","Other","92-155 ",123.5,4.8,"Klaviyo","Boston, MA","Boston, MA","201 to 500","2012","Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Unknown"
"630","AI Ops Data Scientist","Data Scientist","92-155 ",123.5,4,"AstraZeneca","Gaithersburg, MD","Cambridge, United Kingdom","10000+","1913","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Roche, GlaxoSmithKline, Novartis"
"631","Senior Data Scientist","Data Scientist","105-167 ",136,3.8,"GutCheck","Denver, CO","Denver, CO","51 to 200","2009","Company - Private","Advertising & Marketing","Business Services","10 to 25 million","Nielsen, Zappi, SurveyMonkey"
"632","Sr. ML/Data Scientist - AI/NLP/Chatbot","Data Scientist","105-167 ",136,3.8,"Juniper Networks","Cupertino, CA","Sunnyvale, CA","5001 to 10000","1996","Company - Public","Telecommunications Services","Telecommunications","2 to 5 billion","Unknown"
"633","Data Scientist","Data Scientist","105-167 ",136,2.7,"Hexagon US Federal","Lexington Park, MD","Chantilly, VA","51 to 200","2010","Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","Unknown"
"634","Data Scientist","Data Scientist","105-167 ",136,4,"Comtech Global Inc","Washington, DC","Columbus, OH","51 to 200","Unknown","Company - Private","Health, Beauty, & Fitness","Consumer Services","5 to 10 million","Unknown"
"635","Data Scientist","Data Scientist","105-167 ",136,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA","51 to 200","2010","Company - Public","IT Services","Information Technology","10 to 25 million","Unknown"
"636","Data Scientist","Data Scientist","105-167 ",136,3.2,"Perspecta","Adelphi, MD","Chantilly, VA","10000+","2018","Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","Unknown"
"637","Data Scientist","Data Scientist","105-167 ",136,3.6,"Qurate Retail Group","West Chester, PA","West Chester, PA","10000+","Unknown","Company - Public","Other Retail Stores","Retail","Unknown / Non-Applicable","Unknown"
"638","Data Scientist","Data Scientist","105-167 ",136,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA","51 to 200","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"639","Data Scientist","Data Scientist","105-167 ",136,4.1,"A-Line Staffing Solutions","Durham, NC","Utica, MI","501 to 1000","2004","Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","Unknown"
"640","Data Scientist","Data Scientist","105-167 ",136,4.3,"Clear Ridge Defense","Quantico, VA","Baltimore, MD","1 to 50","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"641","Data Scientist","Data Scientist","105-167 ",136,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA","201 to 500","2005","Company - Private","IT Services","Information Technology","50 to 100 million","Unknown"
"642","Data Scientist","Data Scientist","105-167 ",136,4,"Foundation Medicine","Boston, MA","Cambridge, MA","1001 to 5000","2010","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million","Genomic Health, Myriad Genetics, The Broad Institute"
"643","Data Scientist","Data Scientist","105-167 ",136,3.6,"TRANZACT","Fort Lee, NJ","Fort Lee, NJ","1001 to 5000","1989","Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable","Unknown"
"644","Data Scientist","Data Scientist","105-167 ",136,5,"ChaTeck Incorporated","San Francisco, CA","Santa Clara, CA","1 to 50","Unknown","Company - Private","Advertising & Marketing","Business Services","1 to 5 million","Unknown"
"645","Data Scientist","Data Scientist","105-167 ",136,2.7,"1-800-Flowers","New York, NY","Carle Place, NY","1001 to 5000","1976","Company - Public","Wholesale","Business Services","1 to 2 billion","Unknown"
